_id,idAluno,idQuestao,idQuestionario,tempo
61da768207c17055ae9a7ec9,373,529,544,13
61da768207c17055ae9a7eca,373,530,544,132
61da768207c17055ae9a7ecb,373,531,544,30
61da768307c17055ae9a7ecc,373,532,544,80
61da768307c17055ae9a7ecd,373,533,544,21
61da768307c17055ae9a7ece,373,534,544,82
61da768307c17055ae9a7ecf,373,535,544,137
61da768307c17055ae9a7ed0,373,536,544,52
61da768307c17055ae9a7ed1,373,537,544,53
61da768307c17055ae9a7ed2,373,538,544,26
61da768307c17055ae9a7ed3,373,539,544,117
61da768307c17055ae9a7ed4,373,540,544,24
61da768307c17055ae9a7ed5,373,541,544,42
61da768307c17055ae9a7ed6,373,542,544,129
61da768407c17055ae9a7ed7,373,543,544,60
61da768607c17055ae9a7ee7,368,529,544,13
61da768607c17055ae9a7ee8,368,530,544,45
61da768707c17055ae9a7ee9,368,531,544,44
61da768707c17055ae9a7eea,368,532,544,15
61da768707c17055ae9a7eeb,368,533,544,52
61da768707c17055ae9a7eec,368,534,544,45
61da768707c17055ae9a7eed,368,535,544,238
61da768707c17055ae9a7eee,368,536,544,87
61da768707c17055ae9a7eef,368,537,544,14
61da768707c17055ae9a7ef0,368,538,544,28
61da768707c17055ae9a7ef1,368,539,544,71
61da768707c17055ae9a7ef2,368,540,544,17
61da768707c17055ae9a7ef3,368,541,544,43
61da768807c17055ae9a7ef4,368,542,544,18
61da768807c17055ae9a7ef5,368,543,544,18
61da768a07c17055ae9a7f05,342,529,544,4
61da768a07c17055ae9a7f06,342,530,544,22
61da768a07c17055ae9a7f07,342,531,544,18
61da768a07c17055ae9a7f08,342,532,544,7
61da768a07c17055ae9a7f09,342,533,544,4
61da768b07c17055ae9a7f0a,342,534,544,13
61da768b07c17055ae9a7f0b,342,535,544,19
61da768b07c17055ae9a7f0c,342,536,544,2
61da768b07c17055ae9a7f0d,342,537,544,5
61da768b07c17055ae9a7f0e,342,538,544,5
61da768b07c17055ae9a7f0f,342,539,544,120
61da768b07c17055ae9a7f10,342,540,544,37
61da768b07c17055ae9a7f11,342,541,544,35
61da768b07c17055ae9a7f12,342,542,544,16
61da768b07c17055ae9a7f13,342,543,544,17
61da769307c17055ae9a7f50,370,529,544,13
61da769307c17055ae9a7f51,370,530,544,166
61da769307c17055ae9a7f52,370,531,544,42
61da769307c17055ae9a7f53,370,532,544,16
61da769307c17055ae9a7f54,370,533,544,7
61da769407c17055ae9a7f55,370,534,544,12
61da769407c17055ae9a7f56,370,535,544,257
61da769407c17055ae9a7f57,370,536,544,34
61da769407c17055ae9a7f58,370,537,544,28
61da769407c17055ae9a7f59,370,538,544,24
61da769407c17055ae9a7f5a,370,539,544,155
61da769407c17055ae9a7f5b,370,540,544,6
61da769407c17055ae9a7f5c,370,541,544,7
61da769407c17055ae9a7f5d,370,542,544,55
61da769407c17055ae9a7f5e,370,543,544,53
61da769707c17055ae9a7f6e,364,529,544,5
61da769707c17055ae9a7f6f,364,530,544,62
61da769707c17055ae9a7f70,364,531,544,80
61da769707c17055ae9a7f71,364,532,544,58
61da769707c17055ae9a7f72,364,533,544,23
61da769707c17055ae9a7f73,364,534,544,29
61da769707c17055ae9a7f74,364,535,544,184
61da769707c17055ae9a7f75,364,536,544,22
61da769707c17055ae9a7f76,364,537,544,33
61da769807c17055ae9a7f77,364,538,544,31
61da769807c17055ae9a7f78,364,539,544,78
61da769807c17055ae9a7f79,364,540,544,30
61da769807c17055ae9a7f7a,364,541,544,8
61da769807c17055ae9a7f7b,364,542,544,26
61da769807c17055ae9a7f7c,364,543,544,27
61da769a07c17055ae9a7f8c,376,529,544,14
61da769a07c17055ae9a7f8d,376,530,544,27
61da769b07c17055ae9a7f8e,376,531,544,21
61da769b07c17055ae9a7f8f,376,532,544,19
61da769b07c17055ae9a7f90,376,533,544,39
61da769b07c17055ae9a7f91,376,534,544,37
61da769b07c17055ae9a7f92,376,535,544,191
61da769b07c17055ae9a7f93,376,536,544,31
61da769b07c17055ae9a7f94,376,537,544,9
61da769b07c17055ae9a7f95,376,538,544,14
61da769b07c17055ae9a7f96,376,539,544,46
61da769b07c17055ae9a7f97,376,540,544,11
61da769c07c17055ae9a7f98,376,541,544,25
61da769c07c17055ae9a7f99,376,542,544,23
61da769c07c17055ae9a7f9a,376,543,544,27
61da769e07c17055ae9a7faa,382,529,544,30
61da769e07c17055ae9a7fab,382,530,544,48
61da769e07c17055ae9a7fac,382,531,544,3
61da769e07c17055ae9a7fad,382,532,544,51
61da769e07c17055ae9a7fae,382,533,544,20
61da769e07c17055ae9a7faf,382,534,544,12
61da769f07c17055ae9a7fb0,382,535,544,8
61da769f07c17055ae9a7fb1,382,536,544,100
61da769f07c17055ae9a7fb2,382,537,544,3
61da769f07c17055ae9a7fb3,382,538,544,27
61da769f07c17055ae9a7fb4,382,539,544,73
61da769f07c17055ae9a7fb5,382,540,544,33
61da769f07c17055ae9a7fb6,382,541,544,45
61da769f07c17055ae9a7fb7,382,542,544,40
61da769f07c17055ae9a7fb8,382,543,544,34
