_id,idAluno,idQuestao,idQuestionario,tempo
61da764707c17055ae9a7ccb,350,407,396,19
61da764707c17055ae9a7ccc,350,408,396,187
61da764707c17055ae9a7ccd,350,410,396,37
61da764707c17055ae9a7cce,350,411,396,27
61da764707c17055ae9a7ccf,350,409,396,35
61da764807c17055ae9a7cd0,350,412,396,167
61da764807c17055ae9a7cd1,350,413,396,33
61da764807c17055ae9a7cd2,350,414,396,4
61da764807c17055ae9a7cd3,350,415,396,12
61da764807c17055ae9a7cd4,350,416,396,8
61da764807c17055ae9a7cd5,350,419,396,31
61da764807c17055ae9a7cd6,350,418,396,7
61da764807c17055ae9a7cd7,350,422,396,38
61da764807c17055ae9a7cd8,350,420,396,0
61da764807c17055ae9a7cd9,350,421,396,19
61da764c07c17055ae9a7cf8,372,407,396,8
61da764c07c17055ae9a7cf9,372,408,396,49
61da764c07c17055ae9a7cfa,372,410,396,9
61da764c07c17055ae9a7cfb,372,411,396,411
61da764c07c17055ae9a7cfc,372,409,396,12
61da764c07c17055ae9a7cfd,372,412,396,7
61da764c07c17055ae9a7cfe,372,413,396,30
61da764c07c17055ae9a7cff,372,414,396,22
61da764d07c17055ae9a7d00,372,415,396,32
61da764d07c17055ae9a7d01,372,416,396,44
61da764d07c17055ae9a7d02,372,419,396,21
61da764d07c17055ae9a7d03,372,418,396,34
61da764d07c17055ae9a7d04,372,422,396,13
61da764d07c17055ae9a7d05,372,420,396,35
61da764d07c17055ae9a7d06,372,421,396,35
61da765107c17055ae9a7d25,363,407,396,4
61da765107c17055ae9a7d26,363,408,396,70
61da765107c17055ae9a7d27,363,410,396,3
61da765107c17055ae9a7d28,363,411,396,56
61da765107c17055ae9a7d29,363,409,396,133
61da765207c17055ae9a7d2a,363,412,396,0
61da765207c17055ae9a7d2b,363,413,396,6
61da765207c17055ae9a7d2c,363,414,396,95
61da765207c17055ae9a7d2d,363,415,396,2
61da765207c17055ae9a7d2e,363,416,396,0
61da765207c17055ae9a7d2f,363,419,396,7
61da765207c17055ae9a7d30,363,418,396,5
61da765207c17055ae9a7d31,363,422,396,86
61da765207c17055ae9a7d32,363,420,396,249
61da765207c17055ae9a7d33,363,421,396,5
61da765607c17055ae9a7d52,360,407,396,171
61da765707c17055ae9a7d53,360,408,396,11
61da765707c17055ae9a7d54,360,410,396,44
61da765707c17055ae9a7d55,360,411,396,11
61da765707c17055ae9a7d56,360,409,396,11
61da765707c17055ae9a7d57,360,412,396,46
61da765707c17055ae9a7d58,360,413,396,152
61da765707c17055ae9a7d59,360,414,396,46
61da765707c17055ae9a7d5a,360,415,396,114
61da765707c17055ae9a7d5b,360,416,396,77
61da765707c17055ae9a7d5c,360,419,396,11
61da765707c17055ae9a7d5d,360,418,396,18
61da765807c17055ae9a7d5e,360,422,396,62
61da765807c17055ae9a7d5f,360,420,396,22
61da765807c17055ae9a7d60,360,421,396,15
61da765c07c17055ae9a7d7f,361,407,396,34
61da765d07c17055ae9a7d80,361,408,396,48
61da765d07c17055ae9a7d81,361,410,396,15
61da765d07c17055ae9a7d82,361,411,396,99
61da765d07c17055ae9a7d83,361,409,396,45
61da765d07c17055ae9a7d84,361,412,396,43
61da765d07c17055ae9a7d85,361,413,396,45
61da765d07c17055ae9a7d86,361,414,396,32
61da765d07c17055ae9a7d87,361,415,396,54
61da765d07c17055ae9a7d88,361,416,396,74
61da765d07c17055ae9a7d89,361,419,396,32
61da765e07c17055ae9a7d8a,361,418,396,62
61da765e07c17055ae9a7d8b,361,422,396,80
61da765e07c17055ae9a7d8c,361,420,396,19
61da765e07c17055ae9a7d8d,361,421,396,99
61da766207c17055ae9a7dac,345,407,396,18
61da766207c17055ae9a7dad,345,408,396,273
61da766207c17055ae9a7dae,345,410,396,10
61da766207c17055ae9a7daf,345,411,396,151
61da766207c17055ae9a7db0,345,409,396,167
61da766207c17055ae9a7db1,345,412,396,24
61da766207c17055ae9a7db2,345,413,396,7
61da766207c17055ae9a7db3,345,414,396,82
61da766207c17055ae9a7db4,345,415,396,12
61da766307c17055ae9a7db5,345,416,396,16
61da766307c17055ae9a7db6,345,419,396,8
61da766307c17055ae9a7db7,345,418,396,3
61da766307c17055ae9a7db8,345,422,396,95
61da766307c17055ae9a7db9,345,420,396,27
61da766307c17055ae9a7dba,345,421,396,70
61da766707c17055ae9a7dd9,374,407,396,28
61da766707c17055ae9a7dda,374,408,396,30
61da766707c17055ae9a7ddb,374,410,396,122
61da766707c17055ae9a7ddc,374,411,396,23
61da766707c17055ae9a7ddd,374,409,396,52
61da766707c17055ae9a7dde,374,412,396,59
61da766707c17055ae9a7ddf,374,413,396,30
61da766807c17055ae9a7de0,374,414,396,58
61da766807c17055ae9a7de1,374,415,396,18
61da766807c17055ae9a7de2,374,416,396,15
61da766807c17055ae9a7de3,374,419,396,21
61da766807c17055ae9a7de4,374,418,396,41
61da766807c17055ae9a7de5,374,422,396,138
61da766807c17055ae9a7de6,374,420,396,34
61da766807c17055ae9a7de7,374,421,396,33
61da766c07c17055ae9a7e06,355,407,396,94
61da766c07c17055ae9a7e07,355,408,396,31
61da766c07c17055ae9a7e08,355,410,396,13
61da766c07c17055ae9a7e09,355,411,396,25
61da766c07c17055ae9a7e0a,355,409,396,19
61da766c07c17055ae9a7e0b,355,412,396,49
61da766d07c17055ae9a7e0c,355,413,396,102
61da766d07c17055ae9a7e0d,355,414,396,24
61da766d07c17055ae9a7e0e,355,415,396,42
61da766d07c17055ae9a7e0f,355,416,396,24
61da766d07c17055ae9a7e10,355,419,396,25
61da766d07c17055ae9a7e11,355,418,396,17
61da766d07c17055ae9a7e12,355,422,396,11
61da766d07c17055ae9a7e13,355,420,396,23
61da766d07c17055ae9a7e14,355,421,396,81
61da767107c17055ae9a7e33,354,407,396,62
61da767107c17055ae9a7e34,354,408,396,25
61da767107c17055ae9a7e35,354,410,396,18
61da767107c17055ae9a7e36,354,411,396,27
61da767107c17055ae9a7e37,354,409,396,19
61da767207c17055ae9a7e38,354,412,396,28
61da767207c17055ae9a7e39,354,413,396,84
61da767207c17055ae9a7e3a,354,414,396,24
61da767207c17055ae9a7e3b,354,415,396,87
61da767207c17055ae9a7e3c,354,416,396,19
61da767207c17055ae9a7e3d,354,419,396,21
61da767207c17055ae9a7e3e,354,418,396,31
61da767207c17055ae9a7e3f,354,422,396,11
61da767207c17055ae9a7e40,354,420,396,59
61da767207c17055ae9a7e41,354,421,396,58
61da767607c17055ae9a7e60,359,407,396,2
61da767607c17055ae9a7e61,359,408,396,103
61da767607c17055ae9a7e62,359,410,396,18
61da767607c17055ae9a7e63,359,411,396,21
61da767607c17055ae9a7e64,359,409,396,23
61da767607c17055ae9a7e65,359,412,396,52
61da767707c17055ae9a7e66,359,413,396,37
61da767707c17055ae9a7e67,359,414,396,24
61da767707c17055ae9a7e68,359,415,396,127
61da767707c17055ae9a7e69,359,416,396,22
61da767707c17055ae9a7e6a,359,419,396,52
61da767707c17055ae9a7e6b,359,418,396,22
61da767707c17055ae9a7e6c,359,422,396,116
61da767707c17055ae9a7e6d,359,420,396,55
61da767707c17055ae9a7e6e,359,421,396,52
61da767907c17055ae9a7e7e,344,407,396,27
61da767907c17055ae9a7e7f,344,408,396,249
61da767a07c17055ae9a7e80,344,410,396,56
61da767a07c17055ae9a7e81,344,411,396,171
61da767a07c17055ae9a7e82,344,409,396,101
61da767a07c17055ae9a7e83,344,412,396,24
61da767a07c17055ae9a7e84,344,413,396,31
61da767a07c17055ae9a7e85,344,414,396,36
61da767a07c17055ae9a7e86,344,415,396,166
61da767a07c17055ae9a7e87,344,416,396,21
61da767a07c17055ae9a7e88,344,419,396,21
61da767a07c17055ae9a7e89,344,418,396,29
61da767b07c17055ae9a7e8a,344,422,396,8
61da767b07c17055ae9a7e8b,344,420,396,80
61da767b07c17055ae9a7e8c,344,421,396,133
61da767b07c17055ae9a7e8d,349,407,396,26
61da767b07c17055ae9a7e8e,349,408,396,31
61da767c07c17055ae9a7e8f,349,410,396,36
61da767c07c17055ae9a7e90,349,411,396,20
61da767c07c17055ae9a7e91,349,409,396,53
61da767c07c17055ae9a7e92,349,412,396,173
61da767c07c17055ae9a7e93,349,413,396,22
61da767c07c17055ae9a7e94,349,414,396,26
61da767c07c17055ae9a7e95,349,415,396,52
61da767c07c17055ae9a7e96,349,416,396,23
61da767c07c17055ae9a7e97,349,419,396,23
61da767c07c17055ae9a7e98,349,418,396,23
61da767c07c17055ae9a7e99,349,422,396,37
61da767d07c17055ae9a7e9a,349,420,396,65
61da767d07c17055ae9a7e9b,349,421,396,117
61da767f07c17055ae9a7eab,357,407,396,167
61da767f07c17055ae9a7eac,357,408,396,39
61da767f07c17055ae9a7ead,357,410,396,20
61da767f07c17055ae9a7eae,357,411,396,45
61da767f07c17055ae9a7eaf,357,409,396,37
61da767f07c17055ae9a7eb0,357,412,396,69
61da767f07c17055ae9a7eb1,357,413,396,67
61da767f07c17055ae9a7eb2,357,414,396,26
61da768007c17055ae9a7eb3,357,415,396,440
61da768007c17055ae9a7eb4,357,416,396,102
61da768007c17055ae9a7eb5,357,419,396,43
61da768007c17055ae9a7eb6,357,418,396,37
61da768007c17055ae9a7eb7,357,422,396,362
61da768007c17055ae9a7eb8,357,420,396,506
61da768007c17055ae9a7eb9,357,421,396,47
61da768c07c17055ae9a7f14,352,407,396,5
61da768c07c17055ae9a7f15,352,408,396,64
61da768c07c17055ae9a7f16,352,410,396,20
61da768c07c17055ae9a7f17,352,411,396,44
61da768c07c17055ae9a7f18,352,409,396,103
61da768d07c17055ae9a7f19,352,412,396,75
61da768d07c17055ae9a7f1a,352,413,396,47
61da768d07c17055ae9a7f1b,352,414,396,40
61da768d07c17055ae9a7f1c,352,415,396,55
61da768d07c17055ae9a7f1d,352,416,396,10
61da768d07c17055ae9a7f1e,352,419,396,56
61da768d07c17055ae9a7f1f,352,418,396,108
61da768d07c17055ae9a7f20,352,422,396,47
61da768d07c17055ae9a7f21,352,420,396,25
61da768d07c17055ae9a7f22,352,421,396,100
61da769007c17055ae9a7f32,383,407,396,9
61da769007c17055ae9a7f33,383,408,396,105
61da769007c17055ae9a7f34,383,410,396,45
61da769007c17055ae9a7f35,383,411,396,43
61da769007c17055ae9a7f36,383,409,396,30
61da769007c17055ae9a7f37,383,412,396,8
61da769007c17055ae9a7f38,383,413,396,57
61da769007c17055ae9a7f39,383,414,396,47
61da769007c17055ae9a7f3a,383,415,396,12
61da769007c17055ae9a7f3b,383,416,396,8
61da769007c17055ae9a7f3c,383,419,396,46
61da769107c17055ae9a7f3d,383,418,396,28
61da769107c17055ae9a7f3e,383,422,396,15
61da769107c17055ae9a7f3f,383,420,396,10
61da769107c17055ae9a7f40,383,421,396,100
