NC;_id;agrupamento;id_elemento;id_estudante;id_questionario;método
0,6003688938154126;63200000dcd9cfe3b8b78645;True;Média;3;1;casos
0,46191958146334744;63200003dcd9cfe3b8b7864a;True;Média;5;1;casos
0,502127506674432;63200005dcd9cfe3b8b7864f;True;Média;4;1;casos
0,6345062436307803;63200008dcd9cfe3b8b78654;True;Média;6;1;casos
0,5168944247736007;6320000bdcd9cfe3b8b78659;True;Média;7;1;casos
0,7357270664681727;6320000ddcd9cfe3b8b7865e;True;Média;9;1;casos
0,3736075571670411;63200010dcd9cfe3b8b78663;True;Média;10;1;casos
0,01870990734141126;63200011dcd9cfe3b8b78668;True;Média;11;1;casos
0,7107789754814493;63200014dcd9cfe3b8b7866d;True;Média;12;1;casos
0,8191325664690252;63200016dcd9cfe3b8b78672;True;Média;13;1;casos
0,7249372258740127;63200018dcd9cfe3b8b78677;True;Média;14;1;casos
0,48691559911014365;6320001bdcd9cfe3b8b7867c;True;Média;16;1;casos
0,7886361813086739;6320001edcd9cfe3b8b78681;True;Média;17;1;casos
0,8414296338495754;63200020dcd9cfe3b8b78686;True;Média;18;1;casos
0,6820307509702843;63200024dcd9cfe3b8b7868b;True;Média;19;1;casos
0,8417778345098302;63200026dcd9cfe3b8b78690;True;Média;20;1;casos
0,5870466866451886;63200029dcd9cfe3b8b78695;True;Média;21;1;casos
0,7313980647083009;6320002cdcd9cfe3b8b7869a;True;Média;22;1;casos
0,7911570354823824;6320002edcd9cfe3b8b7869f;True;Média;23;1;casos
0,8338251210033517;63200031dcd9cfe3b8b786a4;True;Média;24;1;casos
0;63200032dcd9cfe3b8b786a9;True;Média;25;1;casos
0,5899319964876542;63200046dcd9cfe3b8b786ab;False;null;3;1;casos
0,5008055265468558;6320004adcd9cfe3b8b786ad;False;null;5;1;casos
0,4847732060087121;63200051dcd9cfe3b8b786af;False;null;4;1;casos
0,6320584156752304;63200057dcd9cfe3b8b786b1;False;null;6;1;casos
