_id;agrupamento;desvio_padrao;duvida;fonte;id_estudante;id_fonte;id_questionario;media_duvida;método
6356e6636a5cdda87ea7abb1;False;1,699673171197595;5;null;3;9;2;1,6666666666666667;casos
6356e6636a5cdda87ea7abb2;False;1,247219128924647;4;null;3;10;2;1,3333333333333333;casos
6356e6636a5cdda87ea7abb3;False;0,4714045207910317;1;null;3;11;2;0,3333333333333333;casos
6356e6636a5cdda87ea7abb4;False;0;0;null;3;12;2;0;casos
6356e6636a5cdda87ea7abb5;False;0;0;null;3;13;2;0;casos
6356e6636a5cdda87ea7abb6;False;0;0;null;3;14;2;0;casos
6356e6636a5cdda87ea7abb7;False;0,4714045207910317;-2;null;3;15;2;-0,6666666666666666;casos
6356e6636a5cdda87ea7abb8;False;0;-3;null;3;16;2;-1;casos
6356e6636a5cdda87ea7abb9;False;0;-3;null;3;17;2;-1;casos
6356e6646a5cdda87ea7abba;False;0;-3;null;3;18;2;-1;casos
6356e6646a5cdda87ea7abbb;False;0;-3;null;3;19;2;-1;casos
6356e6646a5cdda87ea7abbc;False;0;-3;null;3;20;2;-1;casos
6356e6646a5cdda87ea7abbd;False;0;-3;null;3;21;2;-1;casos
6356e6646a5cdda87ea7abbe;False;0;-3;null;3;22;2;-1;casos
6356e6646a5cdda87ea7abbf;False;0;-3;null;3;23;2;-1;casos
6356e6646a5cdda87ea7abc0;False;0;-3;null;3;24;2;-1;casos
6356e6646a5cdda87ea7abc1;False;0;-3;null;3;25;2;-1;casos
6356e6646a5cdda87ea7abc2;False;0;-3;null;3;26;2;-1;casos
6356e6646a5cdda87ea7abc3;False;2,4751854899939407;-25;3;3;Média;2;-1,3888888888888888;casos
6356e6666a5cdda87ea7abcd;False;1,699673171197595;5;null;5;9;2;1,6666666666666667;casos
6356e6666a5cdda87ea7abce;False;0,4714045207910317;1;null;5;10;2;0,3333333333333333;casos
6356e6666a5cdda87ea7abcf;False;0;0;null;5;11;2;0;casos
6356e6666a5cdda87ea7abd0;False;0;0;null;5;12;2;0;casos
6356e6666a5cdda87ea7abd1;False;0;0;null;5;13;2;0;casos
6356e6666a5cdda87ea7abd2;False;0,4714045207910317;2;null;5;14;2;0,6666666666666666;casos
6356e6666a5cdda87ea7abd3;False;2,357022603955158;5;null;5;15;2;1,6666666666666667;casos
6356e6666a5cdda87ea7abd4;False;0,4714045207910317;1;null;5;16;2;0,3333333333333333;casos
6356e6666a5cdda87ea7abd5;False;0;0;null;5;17;2;0;casos
6356e6666a5cdda87ea7abd6;False;0;0;null;5;18;2;0;casos
6356e6676a5cdda87ea7abd7;False;1,699673171197595;5;null;5;19;2;1,6666666666666667;casos
6356e6676a5cdda87ea7abd8;False;0;0;null;5;20;2;0;casos
6356e6676a5cdda87ea7abd9;False;4,242640687119285;9;null;5;21;2;3;casos
6356e6676a5cdda87ea7abda;False;1,4142135623730951;3;null;5;22;2;1;casos
6356e6676a5cdda87ea7abdb;False;1,4142135623730951;3;null;5;23;2;1;casos
6356e6676a5cdda87ea7abdc;False;3,8586123009300755;11;null;5;24;2;3,6666666666666665;casos
6356e6676a5cdda87ea7abdd;False;0,4714045207910317;1;null;5;25;2;0,3333333333333333;casos
6356e6676a5cdda87ea7abde;False;0,9428090415820634;2;null;5;26;2;0,6666666666666666;casos
6356e6676a5cdda87ea7abdf;False;3,1446603773522015;48;3;5;Média;2;2,6666666666666665;casos
6356e6686a5cdda87ea7abe9;False;0,9428090415820634;2;null;4;9;2;0,6666666666666666;casos
6356e6696a5cdda87ea7abea;False;10,143416036468626;23;null;4;10;2;7,666666666666667;casos
6356e6696a5cdda87ea7abeb;False;0;0;null;4;11;2;0;casos
6356e6696a5cdda87ea7abec;False;0,9428090415820634;2;null;4;12;2;0,6666666666666666;casos
6356e6696a5cdda87ea7abed;False;2,357022603955158;5;null;4;13;2;1,6666666666666667;casos
6356e6696a5cdda87ea7abee;False;1,247219128924647;4;null;4;14;2;1,3333333333333333;casos
6356e6696a5cdda87ea7abef;False;0,4714045207910317;1;null;4;15;2;0,3333333333333333;casos
