_id;agrupamento;desvio_padrao;duvida;fonte;id_estudante;id_fonte;id_questionario;media_duvida;método
6222276313008a8aa554e123;False;3,905124837953327;24;1;3;EF1;1;3;entradas
6222276313008a8aa554e124;False;0,6959705453537527;3;2;3;EV1;1;0,375;entradas
6222276413008a8aa554e125;False;0,6614378277661477;2;2;3;EV2;1;0,25;entradas
6222276413008a8aa554e126;False;null;29;3;3;Média;1;9,666666666666666;entradas
6222276413008a8aa554e127;False;1,296957503325417;11;1;3;EF1;2;0,6111111111111112;entradas
6222276413008a8aa554e128;False;0;0;2;3;EV1;2;0;entradas
6222276413008a8aa554e129;False;0,3142696805273545;2;2;3;EV2;2;0,1111111111111111;entradas
6222276413008a8aa554e12a;False;null;13;3;3;Média;2;4,333333333333333;entradas
6222276513008a8aa554e12b;False;2,331844763272204;18;1;5;EF1;1;2,25;entradas
6222276513008a8aa554e12c;False;0,33071891388307384;1;2;5;EV1;1;0,125;entradas
6222276513008a8aa554e12d;False;5,588772226527039;27;2;5;EV2;1;3,375;entradas
6222276613008a8aa554e12e;False;null;46;3;5;Média;1;15,333333333333334;entradas
6222276613008a8aa554e12f;False;4,909049340972116;70;1;5;EF1;2;3,888888888888889;entradas
6222276613008a8aa554e130;False;0,49999999999999994;3;2;5;EV1;2;0,16666666666666666;entradas
6222276613008a8aa554e131;False;0,6666666666666666;6;2;5;EV2;2;0,3333333333333333;entradas
6222276613008a8aa554e132;False;null;79;3;5;Média;2;26,333333333333332;entradas
6222276713008a8aa554e133;False;3,570714214271425;28;1;4;EF1;1;3,5;entradas
6222276713008a8aa554e134;False;0,5;8;2;4;EV1;1;1;entradas
6222276713008a8aa554e135;False;0;8;2;4;EV2;1;1;entradas
6222276713008a8aa554e136;False;null;44;3;4;Média;1;14,666666666666666;entradas
6222276713008a8aa554e137;False;6,335282351177081;118;1;4;EF1;2;6,555555555555555;entradas
6222276713008a8aa554e138;False;0,2290614236454256;1;2;4;EV1;2;0,05555555555555555;entradas
6222276813008a8aa554e139;False;2,927624916945644;25;2;4;EV2;2;1,3888888888888888;entradas
6222276813008a8aa554e13a;False;null;144;3;4;Média;2;48;entradas
6222276813008a8aa554e13b;False;2,7357585785299112;13;1;6;EF1;1;1,625;entradas
6222276813008a8aa554e13c;False;0,4330127018922193;2;2;6;EV1;1;0,25;entradas
6222276813008a8aa554e13d;False;0;0;2;6;EV2;1;0;entradas
6222276813008a8aa554e13e;False;null;15;3;6;Média;1;5;entradas
6222276913008a8aa554e13f;False;5,248162523830908;88;1;6;EF1;2;4,888888888888889;entradas
6222276913008a8aa554e140;False;0,49999999999999994;3;2;6;EV1;2;0,16666666666666666;entradas
6222276913008a8aa554e141;False;0,372677996249965;3;2;6;EV2;2;0,16666666666666666;entradas
6222276913008a8aa554e142;False;null;94;3;6;Média;2;31,333333333333332;entradas
6222276a13008a8aa554e143;False;4,301162633521313;32;1;7;EF1;1;4;entradas
6222276a13008a8aa554e144;False;2;12;2;7;EV1;1;1,5;entradas
6222276a13008a8aa554e145;False;1,5360257159305635;9;2;7;EV2;1;1,125;entradas
6222276a13008a8aa554e146;False;null;53;3;7;Média;1;17,666666666666668;entradas
6222276a13008a8aa554e147;False;1,452966314513558;30;1;7;EF1;2;1,6666666666666667;entradas
6222276a13008a8aa554e148;False;0,2290614236454256;1;2;7;EV1;2;0,05555555555555555;entradas
6222276b13008a8aa554e149;False;1,2082535094961968;7;2;7;EV2;2;0,3888888888888889;entradas
6222276b13008a8aa554e14a;False;null;38;3;7;Média;2;12,666666666666666;entradas
6222276b13008a8aa554e14b;False;3,872983346207417;24;1;9;EF1;1;3;entradas
6222276b13008a8aa554e14c;False;0;0;2;9;EV1;1;0;entradas
6222276b13008a8aa554e14d;False;0,33071891388307384;1;2;9;EV2;1;0,125;entradas
6222276b13008a8aa554e14e;False;null;25;3;9;Média;1;8,333333333333334;entradas
6222276c13008a8aa554e14f;False;2,6246692913372702;36;1;9;EF1;2;2;entradas
6222276c13008a8aa554e150;False;0,2290614236454256;1;2;9;EV1;2;0,05555555555555555;entradas
6222276c13008a8aa554e151;False;0,9312808119022339;5;2;9;EV2;2;0,2777777777777778;entradas
6222276c13008a8aa554e152;False;null;42;3;9;Média;2;14;entradas
6222276c13008a8aa554e153;False;3,5685256059050494;43;1;10;EF1;1;5,375;entradas
6222276d13008a8aa554e154;False;1,5;8;2;10;EV1;1;1;entradas
6222276d13008a8aa554e155;False;6,475916923494309;34;2;10;EV2;1;4,25;entradas
6222276d13008a8aa554e156;False;null;85;3;10;Média;1;28,333333333333332;entradas
6222276d13008a8aa554e157;False;3,986086914367133;30;1;10;EF1;2;1,6666666666666667;entradas
6222276d13008a8aa554e158;False;0;0;2;10;EV1;2;0;entradas
6222276d13008a8aa554e159;False;0,2290614236454256;1;2;10;EV2;2;0,05555555555555555;entradas
6222276d13008a8aa554e15a;False;null;31;3;10;Média;2;10,333333333333334;entradas
6222276e13008a8aa554e15b;False;0,33071891388307384;1;1;11;EF1;1;0,125;entradas
6222276e13008a8aa554e15c;False;0,33071891388307384;1;2;11;EV1;1;0,125;entradas
6222276e13008a8aa554e15d;False;0,9921567416492215;3;2;11;EV2;1;0,375;entradas
6222276e13008a8aa554e15e;False;null;5;3;11;Média;1;1,6666666666666667;entradas
6222276e13008a8aa554e15f;False;2,2723512595797284;35;1;11;EF1;2;1,9444444444444444;entradas
6222276e13008a8aa554e160;False;0,37267799624996495;3;2;11;EV1;2;0,16666666666666666;entradas
6222276e13008a8aa554e161;False;0,7453559924999298;6;2;11;EV2;2;0,3333333333333333;entradas
6222276f13008a8aa554e162;False;null;44;3;11;Média;2;14,666666666666666;entradas
6222276f13008a8aa554e163;False;1,920286436967152;10;1;12;EF1;1;1,25;entradas
6222276f13008a8aa554e164;False;0,33071891388307384;1;2;12;EV1;1;0,125;entradas
6222276f13008a8aa554e165;False;4,594493987372276;15;2;12;EV2;1;1,875;entradas
6222276f13008a8aa554e166;False;null;26;3;12;Média;1;8,666666666666666;entradas
6222277013008a8aa554e167;False;5,507570547286102;54;1;12;EF1;2;3;entradas
6222277013008a8aa554e168;False;0,6871842709362769;3;2;12;EV1;2;0,16666666666666666;entradas
6222277013008a8aa554e169;False;0,8333333333333334;9;2;12;EV2;2;0,5;entradas
6222277013008a8aa554e16a;False;null;66;3;12;Média;2;22;entradas
6222277013008a8aa554e16b;False;1,0532687216470449;7;1;13;EF1;1;0,875;entradas
6222277013008a8aa554e16c;False;0,33071891388307384;1;2;13;EV1;1;0,125;entradas
6222277013008a8aa554e16d;False;0;0;2;13;EV2;1;0;entradas
6222277013008a8aa554e16e;False;null;8;3;13;Média;1;2,6666666666666665;entradas
6222277113008a8aa554e16f;False;4,782942944451308;70;1;13;EF1;2;3,888888888888889;entradas
6222277113008a8aa554e170;False;0,2290614236454256;1;2;13;EV1;2;0,05555555555555555;entradas
6222277113008a8aa554e171;False;0;0;2;13;EV2;2;0;entradas
6222277113008a8aa554e172;False;null;71;3;13;Média;2;23,666666666666668;entradas
6222277113008a8aa554e173;False;2,1758618981911515;11;1;14;EF1;1;1,375;entradas
6222277213008a8aa554e174;False;0;0;2;14;EV1;1;0;entradas
6222277213008a8aa554e175;False;1,299038105676658;6;2;14;EV2;1;0,75;entradas
6222277213008a8aa554e176;False;null;17;3;14;Média;1;5,666666666666667;entradas
6222277213008a8aa554e177;False;3,956554181058857;34;1;14;EF1;2;1,8888888888888888;entradas
6222277213008a8aa554e178;False;0,5328701692569688;4;2;14;EV1;2;0,2222222222222222;entradas
6222277213008a8aa554e179;False;0,558326423395605;5;2;14;EV2;2;0,2777777777777778;entradas
6222277213008a8aa554e17a;False;null;43;3;14;Média;2;14,333333333333334;entradas
6222277313008a8aa554e17b;False;1,4523687548277813;9;1;16;EF1;1;1,125;entradas
6222277313008a8aa554e17c;False;0;0;2;16;EV1;1;0;entradas
6222277313008a8aa554e17d;False;0,33071891388307384;1;2;16;EV2;1;0,125;entradas
6222277313008a8aa554e17e;False;null;10;3;16;Média;1;3,3333333333333335;entradas
6222277313008a8aa554e17f;False;3,7896056669673577;45;1;16;EF1;2;2,5;entradas
6222277313008a8aa554e180;False;0;0;2;16;EV1;2;0;entradas
6222277313008a8aa554e181;False;1,606314699422329;10;2;16;EV2;2;0,5555555555555556;entradas
6222277413008a8aa554e182;False;null;55;3;16;Média;2;18,333333333333332;entradas
6222277413008a8aa554e183;False;1,899835519196333;9;1;17;EF1;1;1,125;entradas
6222277413008a8aa554e184;False;0,33071891388307384;1;2;17;EV1;1;0,125;entradas
6222277413008a8aa554e185;False;0;0;2;17;EV2;1;0;entradas
6222277413008a8aa554e186;False;null;10;3;17;Média;1;3,3333333333333335;entradas
6222277413008a8aa554e187;False;4,5802177963202135;85;1;17;EF1;2;4,722222222222222;entradas
6222277513008a8aa554e188;False;0,6502611061510903;5;2;17;EV1;2;0,2777777777777778;entradas
6222277513008a8aa554e189;False;0,6502611061510903;5;2;17;EV2;2;0,2777777777777778;entradas
6222277513008a8aa554e18a;False;null;95;3;17;Média;2;31,666666666666668;entradas
6222277513008a8aa554e18b;False;1,2183492931011204;11;1;18;EF1;1;1,375;entradas
6222277513008a8aa554e18c;False;0,6614378277661477;2;2;18;EV1;1;0,25;entradas
6222277513008a8aa554e18d;False;0;0;2;18;EV2;1;0;entradas
6222277613008a8aa554e18e;False;null;13;3;18;Média;1;4,333333333333333;entradas
6222277613008a8aa554e18f;False;3,87497510943818;47;1;18;EF1;2;2,611111111111111;entradas
6222277613008a8aa554e190;False;0,31426968052735443;2;2;18;EV1;2;0,1111111111111111;entradas
6222277613008a8aa554e191;False;1,462494064565354;21;2;18;EV2;2;1,1666666666666667;entradas
6222277613008a8aa554e192;False;null;70;3;18;Média;2;23,333333333333332;entradas
6222277713008a8aa554e193;False;2,341874249399399;11;1;19;EF1;1;1,375;entradas
6222277713008a8aa554e194;False;0;0;2;19;EV1;1;0;entradas
6222277713008a8aa554e195;False;2,8722813232690143;12;2;19;EV2;1;1,5;entradas
6222277713008a8aa554e196;False;null;23;3;19;Média;1;7,666666666666667;entradas
6222277713008a8aa554e197;False;19,842590432242673;184;1;19;EF1;2;10,222222222222221;entradas
6222277713008a8aa554e198;False;0,7556372504853023;7;2;19;EV1;2;0,3888888888888889;entradas
6222277713008a8aa554e199;False;6,5104379629281315;53;2;19;EV2;2;2,9444444444444446;entradas
6222277713008a8aa554e19a;False;null;244;3;19;Média;2;81,33333333333333;entradas
6222277813008a8aa554e19b;False;0,6959705453537527;3;1;20;EF1;1;0,375;entradas
6222277813008a8aa554e19c;False;0,33071891388307384;1;2;20;EV1;1;0,125;entradas
6222277813008a8aa554e19d;False;0,6614378277661477;2;2;20;EV2;1;0,25;entradas
6222277813008a8aa554e19e;False;null;6;3;20;Média;1;2;entradas
6222277813008a8aa554e19f;False;3,698932111492734;43;1;20;EF1;2;2,388888888888889;entradas
6222277913008a8aa554e1a0;False;0,2290614236454256;1;2;20;EV1;2;0,05555555555555555;entradas
6222277913008a8aa554e1a1;False;0,6502611061510903;5;2;20;EV2;2;0,2777777777777778;entradas
6222277913008a8aa554e1a2;False;null;49;3;20;Média;2;16,333333333333332;entradas
6222277913008a8aa554e1a3;False;1,3919410907075054;18;1;21;EF1;1;2,25;entradas
6222277913008a8aa554e1a4;False;0,4841229182759271;5;2;21;EV1;1;0,625;entradas
6222277913008a8aa554e1a5;False;0,9270248108869579;7;2;21;EV2;1;0,875;entradas
6222277913008a8aa554e1a6;False;null;30;3;21;Média;1;10;entradas
6222277a13008a8aa554e1a7;False;1,7603310575283175;16;1;21;EF1;2;0,8888888888888888;entradas
6222277a13008a8aa554e1a8;False;0,4479032082388083;5;2;21;EV1;2;0,2777777777777778;entradas
6222277a13008a8aa554e1a9;False;2,512315345465559;13;2;21;EV2;2;0,7222222222222222;entradas
6222277a13008a8aa554e1aa;False;null;34;3;21;Média;2;11,333333333333334;entradas
6222277b13008a8aa554e1ab;False;1,9324531042175384;11;1;22;EF1;1;1,375;entradas
6222277b13008a8aa554e1ac;False;0,4330127018922193;2;2;22;EV1;1;0,25;entradas
6222277b13008a8aa554e1ad;False;1,3228756555322954;8;2;22;EV2;1;1;entradas
6222277b13008a8aa554e1ae;False;null;21;3;22;Média;1;7;entradas
6222277b13008a8aa554e1af;False;4,126472801046649;39;1;22;EF1;2;2,1666666666666665;entradas
6222277c13008a8aa554e1b0;False;0;0;2;22;EV1;2;0;entradas
6222277c13008a8aa554e1b1;False;0,9999999999999999;6;2;22;EV2;2;0,3333333333333333;entradas
6222277c13008a8aa554e1b2;False;null;45;3;22;Média;2;15;entradas
6222277c13008a8aa554e1b3;False;4,2555111326373005;15;1;23;EF1;1;1,875;entradas
6222277c13008a8aa554e1b4;False;0;0;2;23;EV1;1;0;entradas
6222277c13008a8aa554e1b5;False;0,6614378277661477;2;2;23;EV2;1;0,25;entradas
6222277d13008a8aa554e1b6;False;null;17;3;23;Média;1;5,666666666666667;entradas
6222277d13008a8aa554e1b7;False;3,636237371545238;36;1;23;EF1;2;2;entradas
6222277d13008a8aa554e1b8;False;0;0;2;23;EV1;2;0;entradas
6222277d13008a8aa554e1b9;False;0,2290614236454256;1;2;23;EV2;2;0,05555555555555555;entradas
6222277d13008a8aa554e1ba;False;null;37;3;23;Média;2;12,333333333333334;entradas
6222277e13008a8aa554e1bb;False;0,6959705453537527;3;1;24;EF1;1;0,375;entradas
6222277e13008a8aa554e1bc;False;0,33071891388307384;1;2;24;EV1;1;0,125;entradas
6222277e13008a8aa554e1bd;False;0,6614378277661477;2;2;24;EV2;1;0,25;entradas
6222277e13008a8aa554e1be;False;null;6;3;24;Média;1;2;entradas
6222277e13008a8aa554e1bf;False;1,1547005383792515;12;1;24;EF1;2;0,6666666666666666;entradas
6222277e13008a8aa554e1c0;False;0;0;2;24;EV1;2;0;entradas
6222277e13008a8aa554e1c1;False;0,372677996249965;3;2;24;EV2;2;0,16666666666666666;entradas
6222277e13008a8aa554e1c2;False;null;15;3;24;Média;2;5;entradas
6222277f13008a8aa554e1c3;False;0;0;1;25;EF1;1;0;entradas
6222277f13008a8aa554e1c4;False;0;0;2;25;EV1;1;0;entradas
6222277f13008a8aa554e1c5;False;0;0;2;25;EV2;1;0;entradas
6222277f13008a8aa554e1c6;False;null;0;3;25;Média;1;0;entradas
6222277f13008a8aa554e1c7;False;6,557438524302001;132;1;25;EF1;2;7,333333333333333;entradas
6222277f13008a8aa554e1c8;False;0,816496580927726;6;2;25;EV1;2;0,3333333333333333;entradas
6222278013008a8aa554e1c9;False;0,372677996249965;3;2;25;EV2;2;0,16666666666666666;entradas
6222278013008a8aa554e1ca;False;null;141;3;25;Média;2;47;entradas
622227ba13008a8aa554e1cc;True;6,96419413859206;24;1;3;EF1;1;6;entradas
622227ba13008a8aa554e1cd;True;0,82915619758885;3;2;3;EV1;1;0,75;entradas
622227ba13008a8aa554e1ce;True;0,8660254037844386;2;2;3;EV2;1;0,5;entradas
622227ba13008a8aa554e1cf;True;null;29;3;3;Média;1;9,666666666666666;entradas
622227bb13008a8aa554e1d0;True;2,0615528128088303;18;1;5;EF1;1;4,5;entradas
622227bb13008a8aa554e1d1;True;0,4330127018922193;1;2;5;EV1;1;0,25;entradas
622227bb13008a8aa554e1d2;True;6,299801584177076;27;2;5;EV2;1;6,75;entradas
622227bb13008a8aa554e1d3;True;null;46;3;5;Média;1;15,333333333333334;entradas
622227bb13008a8aa554e1d4;True;4,301162633521313;28;1;4;EF1;1;7;entradas
622227bc13008a8aa554e1d5;True;0,7071067811865476;8;2;4;EV1;1;2;entradas
622227bc13008a8aa554e1d6;True;0;8;2;4;EV2;1;2;entradas
622227bc13008a8aa554e1d7;True;null;44;3;4;Média;1;14,666666666666666;entradas
622227bc13008a8aa554e1d8;True;3,6996621467371855;13;1;6;EF1;1;3,25;entradas
622227bc13008a8aa554e1d9;True;0,5;2;2;6;EV1;1;0,5;entradas
622227bc13008a8aa554e1da;True;0;0;2;6;EV2;1;0;entradas
622227bc13008a8aa554e1db;True;null;15;3;6;Média;1;5;entradas
622227bd13008a8aa554e1dc;True;5,385164807134504;32;1;7;EF1;1;8;entradas
622227bd13008a8aa554e1dd;True;3,6742346141747673;12;2;7;EV1;1;3;entradas
622227bd13008a8aa554e1de;True;2,8613807855648994;9;2;7;EV2;1;2,25;entradas
622227bd13008a8aa554e1df;True;null;53;3;7;Média;1;17,666666666666668;entradas
622227be13008a8aa554e1e0;True;5,049752469181039;24;1;9;EF1;1;6;entradas
622227be13008a8aa554e1e1;True;0;0;2;9;EV1;1;0;entradas
622227be13008a8aa554e1e2;True;0,4330127018922193;1;2;9;EV2;1;0,25;entradas
622227be13008a8aa554e1e3;True;null;25;3;9;Média;1;8,333333333333334;entradas
622227be13008a8aa554e1e4;True;4,264680527307995;43;1;10;EF1;1;10,75;entradas
622227be13008a8aa554e1e5;True;2,9154759474226504;8;2;10;EV1;1;2;entradas
622227be13008a8aa554e1e6;True;8,5;34;2;10;EV2;1;8,5;entradas
622227bf13008a8aa554e1e7;True;null;85;3;10;Média;1;28,333333333333332;entradas
622227bf13008a8aa554e1e8;True;0,4330127018922193;1;1;11;EF1;1;0,25;entradas
622227bf13008a8aa554e1e9;True;0,4330127018922193;1;2;11;EV1;1;0,25;entradas
622227bf13008a8aa554e1ea;True;1,299038105676658;3;2;11;EV2;1;0,75;entradas
622227bf13008a8aa554e1eb;True;null;5;3;11;Média;1;1,6666666666666667;entradas
622227c013008a8aa554e1ec;True;2,0615528128088303;10;1;12;EF1;1;2,5;entradas
622227c013008a8aa554e1ed;True;0,4330127018922193;1;2;12;EV1;1;0,25;entradas
622227c013008a8aa554e1ee;True;5,931905258852336;15;2;12;EV2;1;3,75;entradas
622227c013008a8aa554e1ef;True;null;26;3;12;Média;1;8,666666666666666;entradas
622227c013008a8aa554e1f0;True;1,479019945774904;7;1;13;EF1;1;1,75;entradas
622227c013008a8aa554e1f1;True;0,4330127018922193;1;2;13;EV1;1;0,25;entradas
622227c013008a8aa554e1f2;True;0;0;2;13;EV2;1;0;entradas
622227c013008a8aa554e1f3;True;null;8;3;13;Média;1;2,6666666666666665;entradas
622227c113008a8aa554e1f4;True;2,384848003542364;11;1;14;EF1;1;2,75;entradas
622227c113008a8aa554e1f5;True;0;0;2;14;EV1;1;0;entradas
622227c113008a8aa554e1f6;True;1,5;6;2;14;EV2;1;1,5;entradas
622227c113008a8aa554e1f7;True;null;17;3;14;Média;1;5,666666666666667;entradas
622227c213008a8aa554e1f8;True;1,479019945774904;9;1;16;EF1;1;2,25;entradas
622227c213008a8aa554e1f9;True;0;0;2;16;EV1;1;0;entradas
622227c213008a8aa554e1fa;True;0,4330127018922193;1;2;16;EV2;1;0,25;entradas
622227c213008a8aa554e1fb;True;null;10;3;16;Média;1;3,3333333333333335;entradas
622227c313008a8aa554e1fc;True;2,8613807855648994;9;1;17;EF1;1;2,25;entradas
622227c313008a8aa554e1fd;True;0,4330127018922193;1;2;17;EV1;1;0,25;entradas
622227c313008a8aa554e1fe;True;0;0;2;17;EV2;1;0;entradas
622227c313008a8aa554e1ff;True;null;10;3;17;Média;1;3,3333333333333335;entradas
622227c313008a8aa554e200;True;2,0463381929681126;11;1;18;EF1;1;2,75;entradas
622227c313008a8aa554e201;True;0,8660254037844386;2;2;18;EV1;1;0,5;entradas
622227c413008a8aa554e202;True;0;0;2;18;EV2;1;0;entradas
622227c413008a8aa554e203;True;null;13;3;18;Média;1;4,333333333333333;entradas
622227c413008a8aa554e204;True;3,2691742076555053;11;1;19;EF1;1;2,75;entradas
622227c413008a8aa554e205;True;0;0;2;19;EV1;1;0;entradas
622227c413008a8aa554e206;True;4,06201920231798;12;2;19;EV2;1;3;entradas
622227c413008a8aa554e207;True;null;23;3;19;Média;1;7,666666666666667;entradas
622227c513008a8aa554e208;True;0,82915619758885;3;1;20;EF1;1;0,75;entradas
622227c513008a8aa554e209;True;0,4330127018922193;1;2;20;EV1;1;0,25;entradas
622227c513008a8aa554e20a;True;0,8660254037844386;2;2;20;EV2;1;0,5;entradas
622227c513008a8aa554e20b;True;null;6;3;20;Média;1;2;entradas
622227c513008a8aa554e20c;True;1,6583123951777;18;1;21;EF1;1;4,5;entradas
622227c613008a8aa554e20d;True;0,4330127018922193;5;2;21;EV1;1;1,25;entradas
622227c613008a8aa554e20e;True;0,82915619758885;7;2;21;EV2;1;1,75;entradas
622227c613008a8aa554e20f;True;null;30;3;21;Média;1;10;entradas
622227c613008a8aa554e210;True;1,920286436967152;11;1;22;EF1;1;2,75;entradas
622227c613008a8aa554e211;True;0,5;2;2;22;EV1;1;0,5;entradas
622227c613008a8aa554e212;True;2,345207879911715;8;2;22;EV2;1;2;entradas
622227c613008a8aa554e213;Truet;null;21;3;22;Média;1;7;entradas
622227c713008a8aa554e214;True;5,402545696243577;15;1;23;EF1;1;3,75;entradas
622227c713008a8aa554e215;True;0;0;2;23;EV1;1;0;entradas
622227c713008a8aa554e216;True;0,8660254037844386;2;2;23;EV2;1;0,5;entradas
622227c713008a8aa554e217;Truet;null;17;3;23;Média;1;5,666666666666667;entradas
622227c713008a8aa554e218;True;0,82915619758885;3;1;24;EF1;1;0,75;entradas
622227c813008a8aa554e219;True;0,4330127018922193;1;2;24;EV1;1;0,25;entradas
622227c813008a8aa554e21a;True;0,8660254037844386;2;2;24;EV2;1;0,5;entradas
622227c813008a8aa554e21b;True;null;6;3;24;Média;1;2;entradas
622227c813008a8aa554e21c;True;0;0;1;25;EF1;1;0;entradas
622227c813008a8aa554e21d;True;0;0;2;25;EV1;1;0;entradas
622227c813008a8aa554e21e;True;0;0;2;25;EV2;1;0;entradas
622227c813008a8aa554e21f;Truet;null;0;3;25;Média;1;0;entradas
6222280513008a8aa554e221;False;5,656854249492381;12;null;3;1;1;4;casos
6222280513008a8aa554e222;False;1,8856180831641267;10;null;3;2;1;3,3333333333333335;casos
6222280513008a8aa554e223;False;0,9428090415820634;2;null;3;3;1;0,6666666666666666;casos
6222280513008a8aa554e224;False;0;0;null;3;4;1;0;casos
6222280513008a8aa554e225;False;0;0;null;3;5;1;0;casos
6222280513008a8aa554e226;False;1,247219128924647;4;null;3;6;1;1,3333333333333333;casos
6222280513008a8aa554e227;False;0;0;null;3;7;1;0;casos
6222280513008a8aa554e228;False;0,4714045207910317;1;null;3;8;1;0,3333333333333333;casos
6222280513008a8aa554e229;False;4,470388685561916;29;3;3;Média;1;3,625;casos
6222280513008a8aa554e22a;False;1,699673171197595;5;null;3;9;2;1,6666666666666667;casos
6222280613008a8aa554e22b;False;1,699673171197595;5;null;3;10;2;1,6666666666666667;casos
6222280613008a8aa554e22c;False;0,9428090415820634;2;null;3;11;2;0,6666666666666666;casos
6222280613008a8aa554e22d;False;0,4714045207910317;1;null;3;12;2;0,3333333333333333;casos
6222280613008a8aa554e22e;False;0;0;null;3;13;2;0;casos
6222280613008a8aa554e22f;False;0;0;null;3;14;2;0;casos
6222280613008a8aa554e230;False;0;0;null;3;15;2;0;casos
6222280613008a8aa554e231;False;0;0;null;3;16;2;0;casos
6222280613008a8aa554e232;False;0;0;null;3;17;2;0;casos
6222280613008a8aa554e233;False;0;0;null;3;18;2;0;casos
6222280613008a8aa554e234;False;0;0;null;3;19;2;0;casos
6222280713008a8aa554e235;False;0;0;null;3;20;2;0;casos
6222280713008a8aa554e236;False;0;0;null;3;21;2;0;casos
6222280713008a8aa554e237;False;0;0;null;3;22;2;0;casos
6222280713008a8aa554e238;False;0;0;null;3;23;2;0;casos
6222280713008a8aa554e239;False;0;0;null;3;24;2;0;casos
6222280713008a8aa554e23a;False;0;0;null;3;25;2;0;casos
6222280713008a8aa554e23b;False;0;0;null;3;26;2;0;casos
6222280713008a8aa554e23c;False;1,5918387535438228;13;3;3;Média;2;0,7222222222222222;casos
6222280813008a8aa554e23d;False;0;0;null;5;1;1;0;casos
6222280813008a8aa554e23e;False;3,7416573867739413;12;null;5;2;1;4;casos
6222280813008a8aa554e23f;False;1,699673171197595;5;null;5;3;1;1,6666666666666667;casos
6222280813008a8aa554e240;False;0;0;null;5;4;1;0;casos
6222280813008a8aa554e241;False;0,4714045207910317;1;null;5;5;1;0,3333333333333333;casos
6222280813008a8aa554e242;False;6,548960901462833;23;null;5;6;1;7,666666666666667;casos
6222280813008a8aa554e243;False;1,247219128924647;5;null;5;7;1;1,6666666666666667;casos
6222280813008a8aa554e244;False;0;0;null;5;8;1;0;casos
6222280813008a8aa554e245;False;7,578753195612059;46;3;5;Média;1;5,75;casos
6222280913008a8aa554e246;False;3,39934634239519;10;null;5;9;2;3,3333333333333335;casos
6222280913008a8aa554e247;False;0,4714045207910317;1;null;5;10;2;0,3333333333333333;casos
6222280913008a8aa554e248;False;0;0;null;5;11;2;0;casos
6222280913008a8aa554e249;False;0;0;null;5;12;2;0;casos
6222280913008a8aa554e24a;False;0;0;null;5;13;2;0;casos
6222280913008a8aa554e24b;False;0,816496580927726;3;null;5;14;2;1;casos
6222280913008a8aa554e24c;False;4,714045207910316;10;null;5;15;2;3,3333333333333335;casos
6222280913008a8aa554e24d;False;0,4714045207910317;1;null;5;16;2;0,3333333333333333;casos
6222280913008a8aa554e24e;False;0,9428090415820634;2;null;5;17;2;0,6666666666666666;casos
6222280913008a8aa554e24f;False;0;0;null;5;18;2;0;casos
6222280a13008a8aa554e250;False;3,091206165165235;8;null;5;19;2;2,6666666666666665;casos
6222280a13008a8aa554e251;False;0;0;null;5;20;2;0;casos
6222280a13008a8aa554e252;False;6,377042156569663;15;null;5;21;2;5;casos
6222280a13008a8aa554e253;False;1,4142135623730951;3;null;5;22;2;1;casos
6222280a13008a8aa554e254;False;1,8856180831641267;4;null;5;23;2;1,3333333333333333;casos
6222280a13008a8aa554e255;False;7,118052168020874;18;null;5;24;2;6;casos
