_id;agrupamento;desvio_padrao;duvida;fonte;id_estudante;id_fonte;id_questionario;media_duvida;método
632ddd8aad7cc57cbbedac2b;False;null;1;EV1;3;27;3;null;casos
632ddd8aad7cc57cbbedac2c;False;null;1;EV2;3;27;3;null;casos
632ddd8aad7cc57cbbedac2d;False;null;1;EV3;3;27;3;null;casos
632ddd8aad7cc57cbbedac2e;False;null;1;EV4;3;27;3;null;casos
632ddd8aad7cc57cbbedac2f;False;0;4;questao;3;27;3;1;casos
632ddd8aad7cc57cbbedac30;False;null;1;EV1;3;28;3;null;casos
632ddd8aad7cc57cbbedac31;False;null;1;EV2;3;28;3;null;casos
632ddd8aad7cc57cbbedac32;False;null;1;EV3;3;28;3;null;casos
632ddd8aad7cc57cbbedac33;False;null;1;EV4;3;28;3;null;casos
632ddd8bad7cc57cbbedac34;False;null;5;EV5;3;28;3;null;casos
632ddd8bad7cc57cbbedac35;False;1,6;9;questao;3;28;3;1,8;casos
632ddd8bad7cc57cbbedac36;False;null;5;EF1;3;29;3;null;casos
632ddd8bad7cc57cbbedac37;False;0;5;questao;3;29;3;5;casos
632ddd8bad7cc57cbbedac38;False;null;2;EF1;3;30;3;null;casos
632ddd8bad7cc57cbbedac39;False;0;2;questao;3;30;3;2;casos
632ddd8bad7cc57cbbedac3a;False;null;6;EF1;3;37;3;null;casos
632ddd8bad7cc57cbbedac3b;False;0;6;questao;3;37;3;6;casos
632ddd8bad7cc57cbbedac3c;False;null;1;EF1;3;42;3;null;casos
632ddd8bad7cc57cbbedac3d;False;0;1;questao;3;42;3;1;casos
632ddd8bad7cc57cbbedac3e;False;2,8809720581775866;27;3;3;Média;3;4,5;casos
632ddd8ead7cc57cbbedac64;False;null;5;EV1;5;27;3;null;casos
632ddd8ead7cc57cbbedac65;False;null;5;EV2;5;27;3;null;casos
632ddd8fad7cc57cbbedac66;False;null;1;EV3;5;27;3;null;casos
632ddd8fad7cc57cbbedac67;False;null;1;EV4;5;27;3;null;casos
632ddd8fad7cc57cbbedac68;False;2;12;questao;5;27;3;3;casos
632ddd8fad7cc57cbbedac69;False;null;23;EV1;5;28;3;null;casos
632ddd8fad7cc57cbbedac6a;False;null;3;EV2;5;28;3;null;casos
632ddd8fad7cc57cbbedac6b;False;null;1;EV3;5;28;3;null;casos
632ddd8fad7cc57cbbedac6c;False;null;6;EV4;5;28;3;null;casos
632ddd8fad7cc57cbbedac6d;False;null;9;EV5;5;28;3;null;casos
632ddd8fad7cc57cbbedac6e;False;7,787168933572714;42;questao;5;28;3;8,4;casos
632ddd8fad7cc57cbbedac6f;False;null;24;EF1;5;29;3;null;casos
632ddd8fad7cc57cbbedac70;False;0;24;questao;5;29;3;24;casos
632ddd8fad7cc57cbbedac71;False;null;5;EF1;5;30;3;null;casos
632ddd8fad7cc57cbbedac72;False;0;5;questao;5;30;3;5;casos
632ddd90ad7cc57cbbedac73;False;null;31;EF1;5;37;3;null;casos
632ddd90ad7cc57cbbedac74;False;0;31;questao;5;37;3;31;casos
632ddd90ad7cc57cbbedac75;False;null;10;EF1;5;42;3;null;casos
632ddd90ad7cc57cbbedac76;False;0;10;questao;5;42;3;10;casos
632ddd90ad7cc57cbbedac77;False;14,193895401427568;124;3;5;Média;3;20,666666666666668;casos
632ddd93ad7cc57cbbedac9d;False;null;1;EV1;4;27;3;null;casos
632ddd93ad7cc57cbbedac9e;False;null;1;EV2;4;27;3;null;casos
632ddd93ad7cc57cbbedac9f;False;null;4;EV3;4;27;3;null;casos
632ddd93ad7cc57cbbedaca0;False;null;1;EV4;4;27;3;null;casos
632ddd93ad7cc57cbbedaca1;False;1,299038105676658;7;questao;4;27;3;1,75;casos
632ddd93ad7cc57cbbedaca2;False;null;1;EV1;4;28;3;null;casos
632ddd93ad7cc57cbbedaca3;False;null;1;EV2;4;28;3;null;casos
632ddd93ad7cc57cbbedaca4;False;null;1;EV3;4;28;3;null;casos
632ddd93ad7cc57cbbedaca5;False;null;1;EV4;4;28;3;null;casos
632ddd93ad7cc57cbbedaca6;False;null;1;EV5;4;28;3;null;casos
632ddd93ad7cc57cbbedaca7;False;0;5;questao;4;28;3;1;casos
632ddd93ad7cc57cbbedaca8;False;null;10;EF1;4;29;3;null;casos
632ddd93ad7cc57cbbedaca9;False;0;10;questao;4;29;3;10;casos
