NC,_id,agrupamento,id_elemento,id_estudante,id_questionario,método
0.23809523809523808,63092f671cadee1d899ebcf9,False,null,3,5,casos
0.6412851901998251,63092f6c1cadee1d899ebd0c,False,null,5,5,casos
0.7204538042326522,63092f701cadee1d899ebd1f,False,null,4,5,casos
0,63092f741cadee1d899ebd32,False,null,6,5,casos
0.5224798354217031,63092f781cadee1d899ebd45,False,null,7,5,casos
0.7398694353084891,63092f7d1cadee1d899ebd58,False,null,9,5,casos
0,63092f811cadee1d899ebd6b,False,null,10,5,casos
0,63092f851cadee1d899ebd7e,False,null,11,5,casos
0.7083827276676369,63092f891cadee1d899ebd91,False,null,12,5,casos
0,63092f8d1cadee1d899ebda4,False,null,13,5,casos
0,63092f921cadee1d899ebdb7,False,null,14,5,casos
0.6517576984300225,63092f961cadee1d899ebdca,False,null,16,5,casos
0.6732961797411026,63092f9a1cadee1d899ebddd,False,null,17,5,casos
0.6882465816521801,63092f9e1cadee1d899ebdf0,False,null,18,5,casos
0.7523684216078115,63092fa21cadee1d899ebe03,False,null,19,5,casos
0.4348258217054774,63092fa61cadee1d899ebe16,False,null,20,5,casos
0.6972654716204348,63092faa1cadee1d899ebe29,False,null,21,5,casos
0.7255216324167698,63092fae1cadee1d899ebe3c,False,null,22,5,casos
0.7808998664918745,63092fb31cadee1d899ebe4f,False,null,23,5,casos
0,63092fb71cadee1d899ebe62,False,null,24,5,casos
0,63092fbb1cadee1d899ebe75,False,null,25,5,casos
