NC;_id;agrupamento;id_elemento;id_estudante;id_questionario;método
0,5899319964876542;639539100dedcfcbae159cc1;False;null;3;1;casos
0,5008055265468558;639539170dedcfcbae159cdd;False;null;5;1;casos
0,4847732060087121;639539240dedcfcbae159cf9;False;null;4;1;casos
0,6320584156752304;639539300dedcfcbae159d15;False;null;6;1;casos
0,509230185746339;6395393b0dedcfcbae159d31;False;null;7;1;casos
0,7049158372400794;639539490dedcfcbae159d4d;False;null;9;1;casos
0,348443769158831;639539590dedcfcbae159d69;False;null;10;1;casos
0,025145320357912615;639539610dedcfcbae159d85;False;null;11;1;casos
0,7510326480133872;6395396d0dedcfcbae159da1;False;null;12;1;casos
0,7589526222835807;639539790dedcfcbae159dbd;False;null;13;1;casos
0,6897953526261211;639539870dedcfcbae159dd9;False;null;14;1;casos
0,46373437624570873;639539950dedcfcbae159df5;False;null;16;1;casos
0,7606352574158917;639539a20dedcfcbae159e11;False;null;17;1;casos
0,7982388636004826;639539ae0dedcfcbae159e2d;False;null;18;1;casos
0,618347750306533;639539ba0dedcfcbae159e49;False;null;19;1;casos
0,8273364722274178;639539c70dedcfcbae159e65;False;null;20;1;casos
0,5359283722826146;639539d40dedcfcbae159e81;False;null;21;1;casos
0,7128341290169424;639539df0dedcfcbae159e9d;False;null;22;1;casos
0,7482517263552797;639539ec0dedcfcbae159eb9;False;null;23;1;casos
0,853210169208019;639539f80dedcfcbae159ed5;False;null;24;1;casos
0;63953a020dedcfcbae159ef1;False;null;25;1;casos
0,6003688938154126;63953a7e0dedcfcbae159f0a;True;Média;3;1;casos
0,46191958146334744;63953a830dedcfcbae159f0f;True;Média;5;1;casos
0,502127506674432;63953a870dedcfcbae159f14;True;Média;4;1;casos
0,6345062436307803;63953a8a0dedcfcbae159f19;True;Média;6;1;casos
0,5168944247736007;63953a8f0dedcfcbae159f1e;True;Média;7;1;casos
0,7357270664681727;63953a920dedcfcbae159f23;True;Média;9;1;casos
0,3736075571670411;63953a970dedcfcbae159f28;True;Média;10;1;casos
0,02286766452839154;63953a980dedcfcbae159f2d;True;Média;11;1;casos
0,7107789754814493;63953a9c0dedcfcbae159f32;True;Média;12;1;casos
0,8191325664690252;63953aa00dedcfcbae159f37;True;Média;13;1;casos
0,73490692526639;63953aa40dedcfcbae159f3c;True;Média;14;1;casos
0,48691559911014365;63953aa90dedcfcbae159f41;True;Média;16;1;casos
0,7886361813086739;63953aad0dedcfcbae159f46;True;Média;17;1;casos
0,8414296338495754;63953ab20dedcfcbae159f4b;True;Média;18;1;casos
0,6820307509702843;63953ab70dedcfcbae159f50;True;Média;19;1;casos
0,8417778345098302;63953abc0dedcfcbae159f55;True;Média;20;1;casos
0,5870466866451886;63953ac10dedcfcbae159f5a;True;Média;21;1;casos
0,7313980647083009;63953ac50dedcfcbae159f5f;True;Média;22;1;casos
0,7911570354823824;63953aca0dedcfcbae159f64;True;Média;23;1;casos
0,8338251210033517;63953acf0dedcfcbae159f69;True;Média;24;1;casos
0;63953ad10dedcfcbae159f6e;True;Média;25;1;casos
0,40200831969028594;63953ada0dedcfcbae159f88;False;ef1;3;1;entradas
0,6169008762197903;63953adb0dedcfcbae159f89;False;EV1;3;1;entradas
0,9151224531721455;63953adb0dedcfcbae159f8a;False;EV2;3;1;entradas
