_id,idAluno,idQuestao,idQuestionario,tempo
61da764907c17055ae9a7cda,350,455,470,192
61da764907c17055ae9a7cdb,350,456,470,10
61da764907c17055ae9a7cdc,350,457,470,18
61da764907c17055ae9a7cdd,350,458,470,19
61da764907c17055ae9a7cde,350,459,470,340
61da764907c17055ae9a7cdf,350,460,470,510
61da764907c17055ae9a7ce0,350,461,470,15
61da764907c17055ae9a7ce1,350,462,470,76
61da764907c17055ae9a7ce2,350,463,470,30
61da764907c17055ae9a7ce3,350,464,470,247
61da764907c17055ae9a7ce4,350,465,470,53
61da764a07c17055ae9a7ce5,350,466,470,52
61da764a07c17055ae9a7ce6,350,467,470,274
61da764a07c17055ae9a7ce7,350,468,470,95
61da764a07c17055ae9a7ce8,350,469,470,19
61da764d07c17055ae9a7d07,372,455,470,43
61da764e07c17055ae9a7d08,372,456,470,79
61da764e07c17055ae9a7d09,372,457,470,170
61da764e07c17055ae9a7d0a,372,458,470,28
61da764e07c17055ae9a7d0b,372,459,470,115
61da764e07c17055ae9a7d0c,372,460,470,33
61da764e07c17055ae9a7d0d,372,461,470,93
61da764e07c17055ae9a7d0e,372,462,470,206
61da764e07c17055ae9a7d0f,372,463,470,77
61da764e07c17055ae9a7d10,372,464,470,45
61da764e07c17055ae9a7d11,372,465,470,64
61da764e07c17055ae9a7d12,372,466,470,108
61da764e07c17055ae9a7d13,372,467,470,118
61da764f07c17055ae9a7d14,372,468,470,421
61da764f07c17055ae9a7d15,372,469,470,102
61da765307c17055ae9a7d34,363,455,470,211
61da765307c17055ae9a7d35,363,456,470,59
61da765307c17055ae9a7d36,363,457,470,129
61da765307c17055ae9a7d37,363,458,470,62
61da765307c17055ae9a7d38,363,459,470,228
61da765307c17055ae9a7d39,363,460,470,138
61da765307c17055ae9a7d3a,363,461,470,47
61da765307c17055ae9a7d3b,363,462,470,131
61da765307c17055ae9a7d3c,363,463,470,80
61da765307c17055ae9a7d3d,363,464,470,206
61da765407c17055ae9a7d3e,363,465,470,96
61da765407c17055ae9a7d3f,363,466,470,160
61da765407c17055ae9a7d40,363,467,470,308
61da765407c17055ae9a7d41,363,468,470,311
61da765407c17055ae9a7d42,363,469,470,163
61da765807c17055ae9a7d61,360,455,470,32
61da765807c17055ae9a7d62,360,456,470,11
61da765807c17055ae9a7d63,360,457,470,79
61da765807c17055ae9a7d64,360,458,470,8
61da765807c17055ae9a7d65,360,459,470,32
61da765807c17055ae9a7d66,360,460,470,11
61da765807c17055ae9a7d67,360,461,470,24
61da765907c17055ae9a7d68,360,462,470,137
61da765907c17055ae9a7d69,360,463,470,138
61da765907c17055ae9a7d6a,360,464,470,25
61da765907c17055ae9a7d6b,360,465,470,2
61da765907c17055ae9a7d6c,360,466,470,110
